bandwidth_saved_percent,compression_ratio,detector_retention,energy_j,image,keep_ratio,lpips,method,object_retention,psnr,region_preservation,relevance_retention,semantic_utility_score,ssim
99.66,292.0106,0.067034,22.615003,datasets\sentinel2_100_patch\images\sentinel2_cems_0000.png,0.1,0.733103,utility_aware_10,0.3125,12.8615,0.184971,0.066887,15.2438,0.2489
99.49,197.6191,0.207371,7.623544,datasets\sentinel2_100_patch\images\sentinel2_cems_0000.png,0.2,0.660229,utility_aware_20,0.5625,13.8114,0.491329,0.205596,34.1951,0.3859
99.35,154.1562,0.39684,7.411675,datasets\sentinel2_100_patch\images\sentinel2_cems_0000.png,0.3,0.624407,utility_aware_30,1.0,14.9094,0.83815,0.392583,62.1068,0.502
99.22,128.4555,0.625579,7.627098,datasets\sentinel2_100_patch\images\sentinel2_cems_0000.png,0.4,0.597229,utility_aware_40,1.0,16.4111,1.0,0.621022,77.4436,0.6162
99.1,111.2309,0.754743,7.799995,datasets\sentinel2_100_patch\images\sentinel2_cems_0000.png,0.5,0.583486,utility_aware_50,1.0,17.2613,1.0,0.753592,85.2616,0.6731
98.99,98.8808,0.85156,8.102341,datasets\sentinel2_100_patch\images\sentinel2_cems_0000.png,0.6,0.570801,utility_aware_60,1.0,18.0208,1.0,0.854278,91.1479,0.7129
98.88,89.2695,0.943636,7.788225,datasets\sentinel2_100_patch\images\sentinel2_cems_0000.png,0.7,0.560197,utility_aware_70,1.0,19.5218,1.0,0.949484,96.7351,0.7666
98.79,82.9188,0.99334,8.097884,datasets\sentinel2_100_patch\images\sentinel2_cems_0000.png,0.8,0.553061,utility_aware_80,1.0,20.2514,1.0,1.0,99.7336,0.7917
98.72,78.236,1.0,8.722406,datasets\sentinel2_100_patch\images\sentinel2_cems_0000.png,0.9,0.543853,utility_aware_90,1.0,21.5673,1.0,1.0,100.0,0.8247
98.7,76.8765,1.0,8.581525,datasets\sentinel2_100_patch\images\sentinel2_cems_0000.png,1.0,0.536493,utility_aware_100,1.0,28.73,0.705202,1.0,97.052,0.9142
99.71,340.1124,0.502352,7.857938,datasets\sentinel2_100_patch\images\sentinel2_cems_0001.png,0.1,0.739815,utility_aware_10,0.967742,11.9816,0.198242,0.503594,61.1806,0.2975
99.57,230.8535,0.78907,7.699953,datasets\sentinel2_100_patch\images\sentinel2_cems_0001.png,0.2,0.703819,utility_aware_20,0.903226,13.8403,0.473633,0.784545,79.0868,0.5431
99.44,179.3931,0.89803,8.859943,datasets\sentinel2_100_patch\images\sentinel2_cems_0001.png,0.3,0.698875,utility_aware_30,1.0,15.409,0.686523,0.893277,90.652,0.6809
99.33,149.6038,0.945672,7.587388,datasets\sentinel2_100_patch\images\sentinel2_cems_0001.png,0.4,0.687633,utility_aware_40,1.0,16.483,0.756836,0.941947,94.2342,0.7638
99.23,129.2122,0.962722,7.480294,datasets\sentinel2_100_patch\images\sentinel2_cems_0001.png,0.5,0.682723,utility_aware_50,1.0,17.6659,0.760742,0.959703,95.3104,0.8277
99.13,114.8049,0.958984,7.340348,datasets\sentinel2_100_patch\images\sentinel2_cems_0001.png,0.6,0.670977,utility_aware_60,1.0,18.8134,0.688477,0.956337,94.3709,0.8723
99.05,105.127,1.0,7.518616,datasets\sentinel2_100_patch\images\sentinel2_cems_0001.png,0.7,0.658472,utility_aware_70,0.967742,19.5579,0.759766,1.0,96.6299,0.8932
98.96,96.3819,1.0,7.464762,datasets\sentinel2_100_patch\images\sentinel2_cems_0001.png,0.8,0.639584,utility_aware_80,1.0,20.1186,0.754883,0.999192,97.5327,0.9053
98.89,89.927,1.0,7.447772,datasets\sentinel2_100_patch\images\sentinel2_cems_0001.png,0.9,0.616516,utility_aware_90,1.0,20.6941,0.869141,1.0,98.6914,0.9156
98.86,87.487,1.0,7.40096,datasets\sentinel2_100_patch\images\sentinel2_cems_0001.png,1.0,0.606438,utility_aware_100,1.0,21.2102,0.921875,0.98957,99.0101,0.9276
99.66,295.1989,0.15234,6.332823,datasets\sentinel2_100_patch\images\sentinel2_cems_0002.png,0.1,0.703636,utility_aware_10,1.0,21.1929,0.396552,0.155481,43.1687,0.724
99.5,199.6468,0.222523,6.803536,datasets\sentinel2_100_patch\images\sentinel2_cems_0002.png,0.2,0.625153,utility_aware_20,1.0,23.3173,0.413793,0.22669,47.5726,0.858
99.37,157.5893,0.305911,6.713465,datasets\sentinel2_100_patch\images\sentinel2_cems_0002.png,0.3,0.574393,utility_aware_30,1.0,24.8732,0.431034,0.311025,52.7673,0.915
99.26,134.5399,0.362447,6.943398,datasets\sentinel2_100_patch\images\sentinel2_cems_0002.png,0.4,0.537766,utility_aware_40,1.0,26.0073,0.442529,0.368726,56.2977,0.9415
99.15,118.3045,0.426976,7.118352,datasets\sentinel2_100_patch\images\sentinel2_cems_0002.png,0.5,0.510447,utility_aware_50,1.0,26.8181,0.465517,0.434217,60.4186,0.9556
99.06,106.2278,0.455247,7.436425,datasets\sentinel2_100_patch\images\sentinel2_cems_0002.png,0.6,0.502295,utility_aware_60,1.0,27.1985,0.477011,0.463191,62.2438,0.9608
98.98,98.0371,0.483264,7.314147,datasets\sentinel2_100_patch\images\sentinel2_cems_0002.png,0.7,0.495102,utility_aware_70,1.0,27.481,0.477011,0.491794,63.9366,0.9639
98.93,93.0655,0.507928,7.31782,datasets\sentinel2_100_patch\images\sentinel2_cems_0002.png,0.8,0.492287,utility_aware_80,1.0,27.7211,0.477011,0.517034,65.4279,0.9664
98.89,90.1818,0.554456,7.515643,datasets\sentinel2_100_patch\images\sentinel2_cems_0002.png,0.9,0.489469,utility_aware_90,1.0,27.9555,0.488506,0.56386,68.3405,0.9684
98.92,92.9958,0.604558,7.330512,datasets\sentinel2_100_patch\images\sentinel2_cems_0002.png,1.0,0.486877,utility_aware_100,1.0,28.2433,0.5,0.615137,71.4851,0.9711
99.69,327.0317,0.4723,6.998909,datasets\sentinel2_100_patch\images\sentinel2_cems_0003.png,0.1,0.764414,utility_aware_10,1.0,15.9461,0.360515,0.457068,61.6385,0.6211
99.54,216.822,0.848844,6.989614,datasets\sentinel2_100_patch\images\sentinel2_cems_0003.png,0.2,0.664674,utility_aware_20,1.0,19.0679,0.76824,0.820634,88.0488,0.8167
99.4,166.1471,1.0,7.25477,datasets\sentinel2_100_patch\images\sentinel2_cems_0003.png,0.3,0.6178,utility_aware_30,1.0,20.7177,1.0,1.0,100.0,0.8718
99.27,136.7531,1.0,7.1034,datasets\sentinel2_100_patch\images\sentinel2_cems_0003.png,0.4,0.604466,utility_aware_40,1.0,21.9814,1.0,1.0,100.0,0.9028
99.16,118.482,1.0,7.572672,datasets\sentinel2_100_patch\images\sentinel2_cems_0003.png,0.5,0.585671,utility_aware_50,1.0,23.2859,1.0,1.0,100.0,0.9263
99.03,103.5939,1.0,7.414054,datasets\sentinel2_100_patch\images\sentinel2_cems_0003.png,0.6,0.575987,utility_aware_60,1.0,23.6407,1.0,1.0,100.0,0.933
98.95,94.8685,1.0,7.813802,datasets\sentinel2_100_patch\images\sentinel2_cems_0003.png,0.7,0.571555,utility_aware_70,1.0,23.9314,1.0,1.0,100.0,0.9373
98.87,88.6073,1.0,7.481832,datasets\sentinel2_100_patch\images\sentinel2_cems_0003.png,0.8,0.568339,utility_aware_80,1.0,24.0796,1.0,1.0,100.0,0.9392
98.82,84.531,1.0,7.373044,datasets\sentinel2_100_patch\images\sentinel2_cems_0003.png,0.9,0.568106,utility_aware_90,1.0,24.2345,1.0,1.0,100.0,0.9412
98.82,84.6796,1.0,7.382322,datasets\sentinel2_100_patch\images\sentinel2_cems_0003.png,1.0,0.562398,utility_aware_100,1.0,25.0911,0.982833,1.0,99.8283,0.9495
99.69,318.2038,0.062718,6.279321,datasets\sentinel2_100_patch\images\sentinel2_cems_0004.png,0.1,0.720831,utility_aware_10,1.0,16.928,0.722222,0.061592,40.9628,0.3925
99.53,212.0362,0.359878,6.891054,datasets\sentinel2_100_patch\images\sentinel2_cems_0004.png,0.2,0.651657,utility_aware_20,1.0,18.9984,0.833333,0.346126,59.651,0.5675
99.4,166.2539,0.507976,6.99721,datasets\sentinel2_100_patch\images\sentinel2_cems_0004.png,0.3,0.616968,utility_aware_30,1.0,20.2282,0.833333,0.492312,68.4986,0.6543
99.29,141.1805,0.600798,7.217169,datasets\sentinel2_100_patch\images\sentinel2_cems_0004.png,0.4,0.596695,utility_aware_40,1.0,20.9386,0.833333,0.586484,74.0949,0.6917
99.18,122.6456,0.81143,7.009317,datasets\sentinel2_100_patch\images\sentinel2_cems_0004.png,0.5,0.583381,utility_aware_50,1.0,22.7654,1.0,0.796276,88.3827,0.7462
99.09,110.4561,0.866298,7.274473,datasets\sentinel2_100_patch\images\sentinel2_cems_0004.png,0.6,0.574385,utility_aware_60,1.0,23.7925,1.0,0.855042,91.7527,0.7708
99.01,101.3051,0.884701,7.079449,datasets\sentinel2_100_patch\images\sentinel2_cems_0004.png,0.7,0.566167,utility_aware_70,1.0,24.2027,1.0,0.876057,92.9092,0.783
98.95,95.3939,0.829996,7.370187,datasets\sentinel2_100_patch\images\sentinel2_cems_0004.png,0.8,0.560012,utility_aware_80,1.0,25.2717,1.0,0.827399,89.7478,0.8039
98.9,91.1173,0.852869,7.412762,datasets\sentinel2_100_patch\images\sentinel2_cems_0004.png,0.9,0.549308,utility_aware_90,1.0,25.9541,1.0,0.851615,91.1471,0.8167
98.91,91.5425,0.879108,7.535356,datasets\sentinel2_100_patch\images\sentinel2_cems_0004.png,1.0,0.54538,utility_aware_100,1.0,27.5473,0.944444,0.879788,92.2045,0.8342
99.74,390.1929,0.229977,6.935041,datasets\sentinel2_100_patch\images\sentinel2_cems_0005.png,0.1,0.744826,utility_aware_10,1.0,13.7514,0.208008,0.23423,45.9638,0.4321
99.61,259.5783,0.347031,7.097525,datasets\sentinel2_100_patch\images\sentinel2_cems_0005.png,0.2,0.708497,utility_aware_20,1.0,15.2582,0.291016,0.354285,53.8771,0.5937
99.51,202.6139,0.418906,6.951704,datasets\sentinel2_100_patch\images\sentinel2_cems_0005.png,0.3,0.689936,utility_aware_30,1.0,15.9771,0.280273,0.424729,58.0536,0.6581
99.41,168.1252,0.513136,7.004785,datasets\sentinel2_100_patch\images\sentinel2_cems_0005.png,0.4,0.679862,utility_aware_40,1.0,16.7312,0.304688,0.518792,63.9482,0.7046
99.32,146.2577,0.57377,7.49541,datasets\sentinel2_100_patch\images\sentinel2_cems_0005.png,0.5,0.671872,utility_aware_50,1.0,17.1741,0.413086,0.57676,68.6169,0.7315
99.24,131.1145,0.661212,7.311774,datasets\sentinel2_100_patch\images\sentinel2_cems_0005.png,0.6,0.663655,utility_aware_60,1.0,17.6249,0.430664,0.662091,73.997,0.7581
99.16,119.5848,0.687477,7.594795,datasets\sentinel2_100_patch\images\sentinel2_cems_0005.png,0.7,0.657562,utility_aware_70,1.0,18.1757,0.429688,0.690732,75.6106,0.7829
99.1,110.7791,0.690904,7.272244,datasets\sentinel2_100_patch\images\sentinel2_cems_0005.png,0.8,0.656932,utility_aware_80,1.0,18.4818,0.416016,0.696011,75.7165,0.7943
99.05,104.9065,0.749558,7.290951,datasets\sentinel2_100_patch\images\sentinel2_cems_0005.png,0.9,0.658187,utility_aware_90,1.0,18.8052,0.473633,0.753802,79.7947,0.8063
99.03,102.6442,0.847636,7.356931,datasets\sentinel2_100_patch\images\sentinel2_cems_0005.png,1.0,0.660109,utility_aware_100,1.0,19.1044,0.613281,0.846703,86.9723,0.8162
99.69,318.4622,0.041362,6.313195,datasets\sentinel2_100_patch\images\sentinel2_cems_0006.png,0.1,0.723236,utility_aware_10,0.175,9.8249,0.017578,0.044472,7.9697,0.1941
99.55,220.9612,0.134628,6.507234,datasets\sentinel2_100_patch\images\sentinel2_cems_0006.png,0.2,0.667732,utility_aware_20,0.95,10.9359,0.069336,0.137589,37.3303,0.3994
99.42,173.5522,0.317172,6.406554,datasets\sentinel2_100_patch\images\sentinel2_cems_0006.png,0.3,0.643735,utility_aware_30,1.0,12.6206,0.203125,0.318778,51.0937,0.6077
99.32,147.236,0.561039,6.549521,datasets\sentinel2_100_patch\images\sentinel2_cems_0006.png,0.4,0.636466,utility_aware_40,1.0,15.0666,0.487305,0.555075,68.4161,0.7884
99.23,129.412,0.768995,7.011679,datasets\sentinel2_100_patch\images\sentinel2_cems_0006.png,0.5,0.627388,utility_aware_50,1.0,18.1051,0.796875,0.785056,84.4297,0.901
99.13,115.3498,0.881355,6.722526,datasets\sentinel2_100_patch\images\sentinel2_cems_0006.png,0.6,0.607153,utility_aware_60,1.0,19.9681,0.841797,0.892209,91.5163,0.93
99.01,101.0655,0.932,6.687707,datasets\sentinel2_100_patch\images\sentinel2_cems_0006.png,0.7,0.605183,utility_aware_70,1.0,20.4406,0.924805,0.938449,95.297,0.9345
98.94,94.5796,0.977785,7.005625,datasets\sentinel2_100_patch\images\sentinel2_cems_0006.png,0.8,0.608425,utility_aware_80,1.0,20.8085,1.0,0.980215,98.7157,0.9382
98.89,90.465,1.0,7.558739,datasets\sentinel2_100_patch\images\sentinel2_cems_0006.png,0.9,0.603371,utility_aware_90,1.0,21.0909,1.0,1.0,100.0,0.9413
98.92,92.5988,1.0,6.959062,datasets\sentinel2_100_patch\images\sentinel2_cems_0006.png,1.0,0.594141,utility_aware_100,1.0,21.1543,1.0,1.0,100.0,0.942
99.66,293.6958,0.038254,6.170715,datasets\sentinel2_100_patch\images\sentinel2_cems_0007.png,0.1,0.619846,utility_aware_10,0.070175,12.145,0.014241,0.042982,4.6375,0.2623
99.5,198.4998,0.127242,6.098464,datasets\sentinel2_100_patch\images\sentinel2_cems_0007.png,0.2,0.566874,utility_aware_20,0.280702,13.0808,0.09019,0.134504,17.1027,0.4491
99.36,157.0802,0.284215,5.949724,datasets\sentinel2_100_patch\images\sentinel2_cems_0007.png,0.3,0.527024,utility_aware_30,0.45614,14.4968,0.204114,0.293894,32.9718,0.6123
99.25,132.9872,0.528633,5.972859,datasets\sentinel2_100_patch\images\sentinel2_cems_0007.png,0.4,0.490612,utility_aware_40,0.614035,16.4188,0.425633,0.538512,54.5929,0.7501
99.14,116.5264,0.795473,6.047651,datasets\sentinel2_100_patch\images\sentinel2_cems_0007.png,0.5,0.462533,utility_aware_50,0.649123,18.7951,0.726266,0.799871,74.5527,0.8469
99.04,104.5757,0.907126,6.303017,datasets\sentinel2_100_patch\images\sentinel2_cems_0007.png,0.6,0.449321,utility_aware_60,0.649123,20.1996,0.814873,0.906485,82.0372,0.882
98.93,93.8452,1.0,6.211659,datasets\sentinel2_100_patch\images\sentinel2_cems_0007.png,0.7,0.431762,utility_aware_70,0.701754,23.4285,0.887658,0.985556,89.6403,0.9284
98.87,88.1895,1.0,6.328836,datasets\sentinel2_100_patch\images\sentinel2_cems_0007.png,0.8,0.435123,utility_aware_80,0.701754,24.1552,0.889241,0.99156,89.7762,0.9337
98.84,86.2026,1.0,6.510651,datasets\sentinel2_100_patch\images\sentinel2_cems_0007.png,0.9,0.441695,utility_aware_90,0.701754,24.4661,0.881329,0.987686,89.6196,0.9358
98.85,87.2485,0.994209,6.316331,datasets\sentinel2_100_patch\images\sentinel2_cems_0007.png,1.0,0.433286,utility_aware_100,0.701754,24.5512,0.863924,0.977802,89.0163,0.9362
99.73,376.1023,0.028862,6.2699,datasets\sentinel2_100_patch\images\sentinel2_cems_0008.png,0.1,0.807875,utility_aware_10,0.461538,9.8921,0.014648,0.030863,15.7644,0.2349
99.61,254.6932,0.0578,6.182253,datasets\sentinel2_100_patch\images\sentinel2_cems_0008.png,0.2,0.791948,utility_aware_20,0.769231,10.6556,0.047852,0.057681,27.0211,0.4141
99.49,196.8885,0.107067,6.191398,datasets\sentinel2_100_patch\images\sentinel2_cems_0008.png,0.3,0.783178,utility_aware_30,0.846154,11.5645,0.088867,0.106895,32.6939,0.5586
99.38,162.1539,0.179755,6.222649,datasets\sentinel2_100_patch\images\sentinel2_cems_0008.png,0.4,0.747906,utility_aware_40,1.0,12.5921,0.146484,0.178192,42.2189,0.659
99.29,140.7079,0.307648,6.57822,datasets\sentinel2_100_patch\images\sentinel2_cems_0008.png,0.5,0.709175,utility_aware_50,1.0,14.0028,0.227539,0.303506,50.6514,0.7463
99.21,126.3345,0.500593,6.501049,datasets\sentinel2_100_patch\images\sentinel2_cems_0008.png,0.6,0.67259,utility_aware_60,1.0,15.816,0.379883,0.497981,63.7822,0.811
99.14,116.3278,0.746278,6.645253,datasets\sentinel2_100_patch\images\sentinel2_cems_0008.png,0.7,0.654946,utility_aware_70,1.0,17.9834,0.594727,0.743501,80.6684,0.8544
99.1,110.5233,0.964803,6.687617,datasets\sentinel2_100_patch\images\sentinel2_cems_0008.png,0.8,0.659027,utility_aware_80,1.0,19.9084,0.899414,0.962552,96.8373,0.8827
99.02,102.1469,1.0,6.880183,datasets\sentinel2_100_patch\images\sentinel2_cems_0008.png,0.9,0.659999,utility_aware_90,1.0,20.1864,1.0,1.0,100.0,0.8887
99.02,102.4567,1.0,6.774831,datasets\sentinel2_100_patch\images\sentinel2_cems_0008.png,1.0,0.660893,utility_aware_100,1.0,20.2119,1.0,1.0,100.0,0.89
99.69,320.2622,0.147438,5.936456,datasets\sentinel2_100_patch\images\sentinel2_cems_0009.png,0.1,0.693489,utility_aware_10,1.0,15.5626,0.210714,0.146621,40.9371,0.4022
99.54,216.3052,0.112354,6.160459,datasets\sentinel2_100_patch\images\sentinel2_cems_0009.png,0.2,0.648797,utility_aware_20,1.0,16.146,0.039286,0.120699,37.301,0.5037
99.41,169.3145,0.090246,6.246397,datasets\sentinel2_100_patch\images\sentinel2_cems_0009.png,0.3,0.611745,utility_aware_30,0.0,16.8195,0.057143,0.096762,6.1165,0.572
99.3,141.9761,0.155557,6.251948,datasets\sentinel2_100_patch\images\sentinel2_cems_0009.png,0.4,0.571943,utility_aware_40,0.0,17.6208,0.160714,0.161496,11.0593,0.6359
99.19,124.007,0.256458,6.282435,datasets\sentinel2_100_patch\images\sentinel2_cems_0009.png,0.5,0.548294,utility_aware_50,0.0,18.4332,0.289286,0.260325,18.3577,0.6875
99.11,111.7866,0.37857,6.288868,datasets\sentinel2_100_patch\images\sentinel2_cems_0009.png,0.6,0.540933,utility_aware_60,0.0,19.1276,0.425,0.380467,27.0021,0.73
99.04,104.3063,0.528397,6.378784,datasets\sentinel2_100_patch\images\sentinel2_cems_0009.png,0.7,0.532015,utility_aware_70,0.0,19.9984,0.553571,0.528591,37.2434,0.781
99.01,100.838,0.807919,6.285991,datasets\sentinel2_100_patch\images\sentinel2_cems_0009.png,0.8,0.521317,utility_aware_80,0.0,21.7524,0.810714,0.803369,56.4913,0.8435
98.93,93.6959,1.0,6.418963,datasets\sentinel2_100_patch\images\sentinel2_cems_0009.png,0.9,0.519799,utility_aware_90,0.0,26.3765,1.0,1.0,70.0,0.8904
98.95,95.2575,1.0,6.38388,datasets\sentinel2_100_patch\images\sentinel2_cems_0009.png,1.0,0.518665,utility_aware_100,0.0,27.2702,1.0,1.0,70.0,0.895
99.75,400.9337,0.201742,6.195932,datasets\sentinel2_100_patch\images\sentinel2_cems_0010.png,0.1,0.808644,utility_aware_10,0.55,10.5248,0.139648,0.195253,29.8712,0.208
99.64,277.7697,0.429726,6.302796,datasets\sentinel2_100_patch\images\sentinel2_cems_0010.png,0.2,0.778061,utility_aware_20,0.7,11.7521,0.345703,0.409859,49.8432,0.3987
99.54,217.991,0.502622,6.428582,datasets\sentinel2_100_patch\images\sentinel2_cems_0010.png,0.3,0.773833,utility_aware_30,0.95,13.3532,0.480469,0.487465,63.1589,0.568
99.45,180.7851,0.739215,6.733216,datasets\sentinel2_100_patch\images\sentinel2_cems_0010.png,0.4,0.752784,utility_aware_40,1.0,15.0825,0.614258,0.726885,80.2489,0.694
99.35,153.0677,0.628399,6.810161,datasets\sentinel2_100_patch\images\sentinel2_cems_0010.png,0.5,0.73171,utility_aware_50,0.9,16.6054,0.435547,0.62193,68.93,0.765
99.25,133.0053,0.733402,6.858973,datasets\sentinel2_100_patch\images\sentinel2_cems_0010.png,0.6,0.71503,utility_aware_60,0.95,17.3618,0.543945,0.727693,77.8294,0.7907
99.16,119.2313,0.800849,7.007973,datasets\sentinel2_100_patch\images\sentinel2_cems_0010.png,0.7,0.704133,utility_aware_70,0.95,18.2568,0.646484,0.795657,82.912,0.8165
99.09,109.6618,0.8839,7.185014,datasets\sentinel2_100_patch\images\sentinel2_cems_0010.png,0.8,0.694054,utility_aware_80,0.9,19.0742,0.842773,0.879701,88.3778,0.8399
99.03,102.6574,0.877753,7.078927,datasets\sentinel2_100_patch\images\sentinel2_cems_0010.png,0.9,0.68934,utility_aware_90,0.9,20.1588,0.830078,0.874342,87.8977,0.8636
99.0,100.0891,0.976634,7.129288,datasets\sentinel2_100_patch\images\sentinel2_cems_0010.png,1.0,0.672567,utility_aware_100,0.95,21.053,1.0,0.961514,96.7956,0.8797
99.74,387.1195,0.25653,6.265626,datasets\sentinel2_100_patch\images\sentinel2_cems_0011.png,0.1,0.767476,utility_aware_10,1.0,11.4056,0.174805,0.258628,47.1818,0.3492
99.62,263.1963,0.564894,6.632014,datasets\sentinel2_100_patch\images\sentinel2_cems_0011.png,0.2,0.748029,utility_aware_20,0.653846,13.3276,0.451172,0.564465,58.0122,0.5303
99.51,204.7743,0.7601,6.620231,datasets\sentinel2_100_patch\images\sentinel2_cems_0011.png,0.3,0.732104,utility_aware_30,0.461538,15.3209,0.78125,0.770896,67.4806,0.648
99.42,171.322,0.882631,6.656011,datasets\sentinel2_100_patch\images\sentinel2_cems_0011.png,0.4,0.724804,utility_aware_40,0.538462,17.3034,1.0,0.889525,79.2496,0.7444
99.33,148.3079,1.0,6.721571,datasets\sentinel2_100_patch\images\sentinel2_cems_0011.png,0.5,0.716542,utility_aware_50,0.538462,18.6534,1.0,1.0,86.1538,0.7889
99.24,131.0595,1.0,6.701703,datasets\sentinel2_100_patch\images\sentinel2_cems_0011.png,0.6,0.700192,utility_aware_60,0.576923,19.7556,1.0,1.0,87.3077,0.822
99.15,117.2028,1.0,6.803646,datasets\sentinel2_100_patch\images\sentinel2_cems_0011.png,0.7,0.688343,utility_aware_70,0.461538,20.43,1.0,1.0,83.8462,0.84
99.08,108.1872,1.0,6.841792,datasets\sentinel2_100_patch\images\sentinel2_cems_0011.png,0.8,0.68136,utility_aware_80,0.461538,20.8209,1.0,1.0,83.8462,0.8508
99.02,101.7364,1.0,6.840905,datasets\sentinel2_100_patch\images\sentinel2_cems_0011.png,0.9,0.677203,utility_aware_90,0.538462,21.4527,1.0,1.0,86.1538,0.8618
98.99,98.8001,1.0,6.906287,datasets\sentinel2_100_patch\images\sentinel2_cems_0011.png,1.0,0.670189,utility_aware_100,0.461538,22.392,1.0,1.0,83.8462,0.8793
99.72,354.8083,0.114589,5.900323,datasets\sentinel2_100_patch\images\sentinel2_cems_0012.png,0.1,0.773264,utility_aware_10,0.727273,9.196,0.109375,0.115154,29.7986,0.1782
99.59,242.441,0.319025,6.274758,datasets\sentinel2_100_patch\images\sentinel2_cems_0012.png,0.2,0.736064,utility_aware_20,1.0,10.1772,0.322266,0.322234,52.4283,0.3315
99.48,190.8753,0.565746,6.322103,datasets\sentinel2_100_patch\images\sentinel2_cems_0012.png,0.3,0.713043,utility_aware_30,0.954545,11.3828,0.634766,0.579828,69.2104,0.4722
99.37,159.5853,0.838429,6.382678,datasets\sentinel2_100_patch\images\sentinel2_cems_0012.png,0.4,0.70026,utility_aware_40,0.863636,12.8817,1.0,0.847818,86.4026,0.5919
99.27,137.1835,1.0,6.523521,datasets\sentinel2_100_patch\images\sentinel2_cems_0012.png,0.5,0.680394,utility_aware_50,0.818182,14.6068,1.0,1.0,94.5455,0.6836
99.17,120.3256,1.0,6.51999,datasets\sentinel2_100_patch\images\sentinel2_cems_0012.png,0.6,0.659037,utility_aware_60,0.772727,15.9529,1.0,1.0,93.1818,0.7367
99.07,106.9985,1.0,6.786172,datasets\sentinel2_100_patch\images\sentinel2_cems_0012.png,0.7,0.642255,utility_aware_70,0.863636,17.2324,1.0,1.0,95.9091,0.7786
98.98,97.5757,1.0,7.022328,datasets\sentinel2_100_patch\images\sentinel2_cems_0012.png,0.8,0.630476,utility_aware_80,0.909091,19.1533,1.0,1.0,97.2727,0.8305
98.9,91.2657,1.0,6.849614,datasets\sentinel2_100_patch\images\sentinel2_cems_0012.png,0.9,0.618812,utility_aware_90,0.954545,20.9879,1.0,1.0,98.6364,0.8705
98.87,88.2065,1.0,6.793787,datasets\sentinel2_100_patch\images\sentinel2_cems_0012.png,1.0,0.625299,utility_aware_100,1.0,24.741,1.0,1.0,100.0,0.9208
99.73,370.3282,0.367893,6.243474,datasets\sentinel2_100_patch\images\sentinel2_cems_0013.png,0.1,0.793027,utility_aware_10,0.913043,12.2692,0.362305,0.37022,53.1345,0.4199
99.6,252.8525,0.589702,6.315572,datasets\sentinel2_100_patch\images\sentinel2_cems_0013.png,0.2,0.761725,utility_aware_20,0.913043,13.8898,0.704102,0.592122,69.8628,0.6084
99.49,197.0047,0.854256,6.43091,datasets\sentinel2_100_patch\images\sentinel2_cems_0013.png,0.3,0.744906,utility_aware_30,1.0,15.4264,1.0,0.854254,91.2553,0.7313
99.38,161.6238,0.829704,6.509761,datasets\sentinel2_100_patch\images\sentinel2_cems_0013.png,0.4,0.716617,utility_aware_40,1.0,16.5845,1.0,0.84813,90.1508,0.7964
99.27,137.241,0.883873,6.670822,datasets\sentinel2_100_patch\images\sentinel2_cems_0013.png,0.5,0.696621,utility_aware_50,1.0,17.6139,1.0,0.900382,93.3625,0.8324
99.16,119.5062,1.0,6.737552,datasets\sentinel2_100_patch\images\sentinel2_cems_0013.png,0.6,0.680535,utility_aware_60,0.826087,19.3205,1.0,1.0,94.7826,0.8685
99.07,107.3461,1.0,6.990032,datasets\sentinel2_100_patch\images\sentinel2_cems_0013.png,0.7,0.667525,utility_aware_70,0.913043,20.7893,1.0,1.0,97.3913,0.8946
98.98,97.9643,1.0,6.944391,datasets\sentinel2_100_patch\images\sentinel2_cems_0013.png,0.8,0.666142,utility_aware_80,0.826087,21.4377,1.0,1.0,94.7826,0.9074
98.91,91.7364,1.0,6.902696,datasets\sentinel2_100_patch\images\sentinel2_cems_0013.png,0.9,0.670395,utility_aware_90,0.73913,21.7769,1.0,1.0,92.1739,0.9148
98.89,89.9937,1.0,7.004958,datasets\sentinel2_100_patch\images\sentinel2_cems_0013.png,1.0,0.672489,utility_aware_100,0.956522,22.0061,1.0,1.0,98.6957,0.9203
99.69,320.9661,0.188574,6.171866,datasets\sentinel2_100_patch\images\sentinel2_cems_0014.png,0.1,0.71557,utility_aware_10,0.0,14.8642,0.019481,0.19296,11.597,0.2194
99.55,221.978,0.238605,6.43006,datasets\sentinel2_100_patch\images\sentinel2_cems_0014.png,0.2,0.677914,utility_aware_20,0.0,15.1658,0.029221,0.242803,14.6925,0.2692
99.43,175.6932,0.301133,6.573453,datasets\sentinel2_100_patch\images\sentinel2_cems_0014.png,0.3,0.650493,utility_aware_30,0.0,16.058,0.053571,0.307562,18.7323,0.3785
99.33,148.1785,0.414531,6.583256,datasets\sentinel2_100_patch\images\sentinel2_cems_0014.png,0.4,0.629226,utility_aware_40,1.0,17.7404,0.165584,0.433624,56.9096,0.5268
99.24,130.8462,0.426253,6.653723,datasets\sentinel2_100_patch\images\sentinel2_cems_0014.png,0.5,0.618621,utility_aware_50,1.0,18.0254,0.150974,0.445476,57.4694,0.5578
99.15,117.1137,0.491576,6.68505,datasets\sentinel2_100_patch\images\sentinel2_cems_0014.png,0.6,0.610366,utility_aware_60,1.0,18.476,0.159091,0.497532,61.2046,0.5953
