bandwidth_saved_percent,compression_ratio,detector_retention,energy_j,image,keep_ratio,lpips,method,object_retention,psnr,region_preservation,relevance_retention,semantic_utility_score,ssim
98.88,89.4859,1.0,6.797,datasets\sentinel2_100_patch\images\sentinel2_cems_0043.png,1.0,0.675301,utility_aware_100,0.678571,23.9787,1.0,1.0,90.3571,0.8353
99.76,422.5169,1.0,6.927336,datasets\sentinel2_100_patch\images\sentinel2_cems_0044.png,0.1,0.867344,utility_aware_10,1.0,10.0548,1.0,1.0,100.0,0.112
99.64,278.1433,1.0,6.666309,datasets\sentinel2_100_patch\images\sentinel2_cems_0044.png,0.2,0.834995,utility_aware_20,1.0,10.1696,1.0,1.0,100.0,0.1256
99.53,213.6075,1.0,6.739491,datasets\sentinel2_100_patch\images\sentinel2_cems_0044.png,0.3,0.823308,utility_aware_30,1.0,10.3175,1.0,1.0,100.0,0.1136
99.43,174.6932,1.0,6.833727,datasets\sentinel2_100_patch\images\sentinel2_cems_0044.png,0.4,0.8191,utility_aware_40,1.0,10.5307,1.0,1.0,100.0,0.1078
99.34,150.4734,1.0,7.032777,datasets\sentinel2_100_patch\images\sentinel2_cems_0044.png,0.5,0.818263,utility_aware_50,1.0,10.9209,1.0,1.0,100.0,0.1299
99.24,131.8492,1.0,7.256886,datasets\sentinel2_100_patch\images\sentinel2_cems_0044.png,0.6,0.812416,utility_aware_60,1.0,11.4644,1.0,1.0,100.0,0.1731
99.16,118.461,1.0,7.145557,datasets\sentinel2_100_patch\images\sentinel2_cems_0044.png,0.7,0.808919,utility_aware_70,1.0,12.286,1.0,1.0,100.0,0.2439
99.08,108.3092,1.0,7.987992,datasets\sentinel2_100_patch\images\sentinel2_cems_0044.png,0.8,0.804248,utility_aware_80,1.0,13.4008,1.0,1.0,100.0,0.3512
99.01,100.6133,1.0,6.935015,datasets\sentinel2_100_patch\images\sentinel2_cems_0044.png,0.9,0.774395,utility_aware_90,1.0,15.2789,1.0,1.0,100.0,0.5197
98.97,97.4325,1.0,6.916278,datasets\sentinel2_100_patch\images\sentinel2_cems_0044.png,1.0,0.718705,utility_aware_100,1.0,21.6869,1.0,1.0,100.0,0.8354
99.77,429.2428,0.679588,6.369148,datasets\sentinel2_100_patch\images\sentinel2_cems_0045.png,0.1,0.774929,utility_aware_10,1.0,11.9172,0.40625,0.671118,74.6684,0.3676
99.66,292.5022,0.835784,6.758051,datasets\sentinel2_100_patch\images\sentinel2_cems_0045.png,0.2,0.760117,utility_aware_20,1.0,13.3518,0.767578,0.834073,87.7886,0.539
99.55,224.009,0.90132,6.867587,datasets\sentinel2_100_patch\images\sentinel2_cems_0045.png,0.3,0.757194,utility_aware_30,1.0,14.5548,1.0,0.89342,93.9212,0.6268
99.46,183.6389,0.987033,6.63996,datasets\sentinel2_100_patch\images\sentinel2_cems_0045.png,0.4,0.75312,utility_aware_40,1.0,15.5141,1.0,0.98473,99.1759,0.6789
99.36,156.7059,1.0,7.088794,datasets\sentinel2_100_patch\images\sentinel2_cems_0045.png,0.5,0.748539,utility_aware_50,1.0,16.4011,1.0,1.0,100.0,0.7202
99.27,137.6441,1.0,6.655597,datasets\sentinel2_100_patch\images\sentinel2_cems_0045.png,0.6,0.736001,utility_aware_60,1.0,16.985,1.0,1.0,100.0,0.7462
99.19,123.3282,0.996991,6.749545,datasets\sentinel2_100_patch\images\sentinel2_cems_0045.png,0.7,0.718984,utility_aware_70,1.0,17.5691,1.0,1.0,99.8796,0.768
99.11,112.4072,0.992997,6.849294,datasets\sentinel2_100_patch\images\sentinel2_cems_0045.png,0.8,0.712772,utility_aware_80,1.0,18.1445,1.0,0.997891,99.6777,0.7858
99.04,104.5533,0.966207,6.731453,datasets\sentinel2_100_patch\images\sentinel2_cems_0045.png,0.9,0.702071,utility_aware_90,1.0,18.5447,1.0,0.967908,98.0065,0.801
99.01,101.4814,0.966905,6.800302,datasets\sentinel2_100_patch\images\sentinel2_cems_0045.png,1.0,0.701441,utility_aware_100,1.0,19.3849,1.0,0.965852,97.9932,0.8373
99.77,431.0985,0.52731,7.204059,datasets\sentinel2_100_patch\images\sentinel2_cems_0046.png,0.1,0.845601,utility_aware_10,1.0,12.1058,0.146484,0.519766,62.9526,0.3042
99.66,290.8204,0.608277,6.282163,datasets\sentinel2_100_patch\images\sentinel2_cems_0046.png,0.2,0.830349,utility_aware_20,1.0,13.1182,0.147461,0.598768,67.781,0.4822
99.56,225.6713,0.61656,6.547128,datasets\sentinel2_100_patch\images\sentinel2_cems_0046.png,0.3,0.819442,utility_aware_30,1.0,14.0819,0.143555,0.599593,68.0898,0.6035
99.46,184.7177,0.691333,6.533986,datasets\sentinel2_100_patch\images\sentinel2_cems_0046.png,0.4,0.777518,utility_aware_40,1.0,15.1987,0.175781,0.674027,72.8917,0.6867
99.37,158.0733,0.662382,7.09045,datasets\sentinel2_100_patch\images\sentinel2_cems_0046.png,0.5,0.753139,utility_aware_50,1.0,16.2893,0.166992,0.64283,71.0218,0.7448
99.27,137.2732,0.682574,6.861799,datasets\sentinel2_100_patch\images\sentinel2_cems_0046.png,0.6,0.72736,utility_aware_60,1.0,17.3361,0.152344,0.66513,72.129,0.7851
99.19,123.0934,0.758225,6.904645,datasets\sentinel2_100_patch\images\sentinel2_cems_0046.png,0.7,0.716203,utility_aware_70,1.0,18.2893,0.262695,0.750629,77.9685,0.8134
99.12,113.2279,0.906906,7.482228,datasets\sentinel2_100_patch\images\sentinel2_cems_0046.png,0.8,0.704272,utility_aware_80,1.0,19.1091,0.545898,0.888602,89.5072,0.8355
99.06,105.9248,0.970802,7.165694,datasets\sentinel2_100_patch\images\sentinel2_cems_0046.png,0.9,0.691789,utility_aware_90,1.0,19.7392,0.742188,0.964727,95.5485,0.855
99.03,103.1119,1.0,7.008352,datasets\sentinel2_100_patch\images\sentinel2_cems_0046.png,1.0,0.667718,utility_aware_100,1.0,19.8256,1.0,1.0,100.0,0.8699
99.75,407.6348,1.0,7.387212,datasets\sentinel2_100_patch\images\sentinel2_cems_0047.png,0.1,0.842922,utility_aware_10,1.0,8.7738,1.0,1.0,100.0,0.0195
99.63,270.5985,1.0,6.595439,datasets\sentinel2_100_patch\images\sentinel2_cems_0047.png,0.2,0.829953,utility_aware_20,1.0,8.8781,1.0,1.0,100.0,-0.051
99.52,207.3672,1.0,7.15724,datasets\sentinel2_100_patch\images\sentinel2_cems_0047.png,0.3,0.826202,utility_aware_30,1.0,9.0111,1.0,1.0,100.0,-0.0953
99.42,171.109,1.0,6.750126,datasets\sentinel2_100_patch\images\sentinel2_cems_0047.png,0.4,0.823139,utility_aware_40,1.0,9.2586,1.0,1.0,100.0,-0.0972
99.32,147.3708,1.0,6.723844,datasets\sentinel2_100_patch\images\sentinel2_cems_0047.png,0.5,0.82695,utility_aware_50,1.0,9.6028,1.0,1.0,100.0,-0.0834
99.23,130.0942,1.0,6.76911,datasets\sentinel2_100_patch\images\sentinel2_cems_0047.png,0.6,0.812468,utility_aware_60,1.0,10.0916,1.0,1.0,100.0,-0.0239
99.15,117.3761,1.0,7.033126,datasets\sentinel2_100_patch\images\sentinel2_cems_0047.png,0.7,0.795435,utility_aware_70,1.0,10.8066,1.0,1.0,100.0,0.0669
99.07,107.2441,1.0,6.783102,datasets\sentinel2_100_patch\images\sentinel2_cems_0047.png,0.8,0.771461,utility_aware_80,1.0,11.9948,1.0,1.0,100.0,0.2174
99.0,100.4577,1.0,6.946073,datasets\sentinel2_100_patch\images\sentinel2_cems_0047.png,0.9,0.733593,utility_aware_90,1.0,14.0604,1.0,1.0,100.0,0.4224
98.95,95.4734,1.0,6.78832,datasets\sentinel2_100_patch\images\sentinel2_cems_0047.png,1.0,0.691728,utility_aware_100,1.0,21.7207,1.0,1.0,100.0,0.8652
99.76,421.3789,0.376705,6.599849,datasets\sentinel2_100_patch\images\sentinel2_cems_0048.png,0.1,0.743648,utility_aware_10,0.962963,11.763,0.325195,0.375833,54.7257,0.3214
99.65,284.3907,0.530927,6.473052,datasets\sentinel2_100_patch\images\sentinel2_cems_0048.png,0.2,0.711013,utility_aware_20,0.925926,12.8342,0.566406,0.530329,65.2855,0.4589
99.54,218.5383,0.657258,6.6719,datasets\sentinel2_100_patch\images\sentinel2_cems_0048.png,0.3,0.694234,utility_aware_30,0.814815,13.7297,0.732422,0.652326,71.1055,0.5484
99.45,182.204,0.799908,6.72773,datasets\sentinel2_100_patch\images\sentinel2_cems_0048.png,0.4,0.683896,utility_aware_40,0.851852,14.6561,0.962891,0.790683,82.9944,0.6217
99.36,156.0256,0.897711,6.818752,datasets\sentinel2_100_patch\images\sentinel2_cems_0048.png,0.5,0.672358,utility_aware_50,1.0,15.7666,1.0,0.895974,93.8279,0.6857
99.27,137.6168,0.915311,7.176646,datasets\sentinel2_100_patch\images\sentinel2_cems_0048.png,0.6,0.668095,utility_aware_60,1.0,16.821,1.0,0.915581,94.9241,0.7335
99.19,123.8067,0.92466,7.026487,datasets\sentinel2_100_patch\images\sentinel2_cems_0048.png,0.7,0.660095,utility_aware_70,0.888889,17.7984,1.0,0.92949,92.2429,0.7688
99.12,113.3898,0.872779,7.32075,datasets\sentinel2_100_patch\images\sentinel2_cems_0048.png,0.8,0.647551,utility_aware_80,0.888889,18.52,0.84082,0.880179,87.5896,0.7902
99.06,106.1483,0.82498,6.87468,datasets\sentinel2_100_patch\images\sentinel2_cems_0048.png,0.9,0.634663,utility_aware_90,0.925926,18.9048,0.758789,0.832491,85.0147,0.8019
99.04,103.7555,0.940735,6.747075,datasets\sentinel2_100_patch\images\sentinel2_cems_0048.png,1.0,0.6564,utility_aware_100,0.962963,19.5082,0.907227,0.953436,94.6593,0.8174
99.74,390.7817,1.0,6.224833,datasets\sentinel2_100_patch\images\sentinel2_cems_0049.png,0.1,0.871194,utility_aware_10,0.764706,12.3056,0.706055,1.0,90.0017,0.4114
99.62,260.5806,1.0,6.476855,datasets\sentinel2_100_patch\images\sentinel2_cems_0049.png,0.2,0.840695,utility_aware_20,0.705882,13.077,1.0,1.0,91.1765,0.4925
99.5,201.6003,1.0,6.626674,datasets\sentinel2_100_patch\images\sentinel2_cems_0049.png,0.3,0.814977,utility_aware_30,0.794118,13.9754,1.0,1.0,93.8235,0.5496
99.4,167.8225,1.0,6.636928,datasets\sentinel2_100_patch\images\sentinel2_cems_0049.png,0.4,0.806064,utility_aware_40,0.941176,14.4902,1.0,1.0,98.2353,0.5857
99.31,144.7229,1.0,6.612931,datasets\sentinel2_100_patch\images\sentinel2_cems_0049.png,0.5,0.792524,utility_aware_50,0.941176,15.9536,1.0,1.0,98.2353,0.6404
99.22,128.3859,1.0,6.637638,datasets\sentinel2_100_patch\images\sentinel2_cems_0049.png,0.6,0.774904,utility_aware_60,0.764706,16.9376,1.0,1.0,92.9412,0.6823
99.13,115.5265,1.0,6.943413,datasets\sentinel2_100_patch\images\sentinel2_cems_0049.png,0.7,0.761822,utility_aware_70,0.735294,17.6855,1.0,1.0,92.0588,0.7126
99.06,106.5768,1.0,6.449029,datasets\sentinel2_100_patch\images\sentinel2_cems_0049.png,0.8,0.739926,utility_aware_80,0.705882,18.3674,1.0,1.0,91.1765,0.7374
99.0,99.8831,1.0,6.704898,datasets\sentinel2_100_patch\images\sentinel2_cems_0049.png,0.9,0.720436,utility_aware_90,0.647059,18.9172,1.0,1.0,89.4118,0.753
98.97,97.2627,1.0,7.917888,datasets\sentinel2_100_patch\images\sentinel2_cems_0049.png,1.0,0.70125,utility_aware_100,0.735294,22.2822,1.0,1.0,92.0588,0.8149
99.77,431.5147,0.205338,6.582717,datasets\sentinel2_100_patch\images\sentinel2_cems_0050.png,0.1,0.793329,utility_aware_10,0.6,10.8378,0.100586,0.197957,31.1785,0.2331
99.65,288.3812,0.291042,6.450104,datasets\sentinel2_100_patch\images\sentinel2_cems_0050.png,0.2,0.754563,utility_aware_20,0.5,11.8521,0.185547,0.279396,34.0851,0.3928
99.55,223.2029,0.406253,6.789152,datasets\sentinel2_100_patch\images\sentinel2_cems_0050.png,0.3,0.730747,utility_aware_30,0.9,12.8577,0.265625,0.400912,53.9246,0.5214
99.46,184.6255,0.499494,6.600576,datasets\sentinel2_100_patch\images\sentinel2_cems_0050.png,0.4,0.724496,utility_aware_40,0.95,13.9542,0.362305,0.480235,61.7075,0.6259
99.37,158.8626,0.572807,6.878275,datasets\sentinel2_100_patch\images\sentinel2_cems_0050.png,0.5,0.717264,utility_aware_50,0.9,14.9066,0.444336,0.554108,65.4378,0.6944
99.29,140.2731,0.657958,7.004536,datasets\sentinel2_100_patch\images\sentinel2_cems_0050.png,0.6,0.697242,utility_aware_60,0.7,15.9607,0.504883,0.639541,65.158,0.7476
99.21,125.7931,0.643802,7.400284,datasets\sentinel2_100_patch\images\sentinel2_cems_0050.png,0.7,0.682683,utility_aware_70,0.75,17.3901,0.473633,0.642008,65.8286,0.8039
99.14,115.7267,0.581788,7.471016,datasets\sentinel2_100_patch\images\sentinel2_cems_0050.png,0.8,0.675532,utility_aware_80,0.9,18.8887,0.170898,0.588284,63.7462,0.8429
99.09,109.7699,0.71608,7.327643,datasets\sentinel2_100_patch\images\sentinel2_cems_0050.png,0.9,0.673397,utility_aware_90,0.85,19.5017,0.445312,0.704538,72.6871,0.8558
99.07,107.4454,0.816744,7.678914,datasets\sentinel2_100_patch\images\sentinel2_cems_0050.png,1.0,0.679355,utility_aware_100,0.75,19.7526,0.481445,0.810077,76.1857,0.8619
99.74,384.8225,0.073593,6.346979,datasets\sentinel2_100_patch\images\sentinel2_cems_0051.png,0.1,0.78339,utility_aware_10,0.428571,9.0274,0.091405,0.071735,18.1496,0.109
99.62,260.1592,0.166202,6.743028,datasets\sentinel2_100_patch\images\sentinel2_cems_0051.png,0.2,0.75344,utility_aware_20,0.428571,9.5696,0.196453,0.163989,24.7495,0.1922
99.5,201.9939,0.367167,7.117612,datasets\sentinel2_100_patch\images\sentinel2_cems_0051.png,0.3,0.739422,utility_aware_30,0.714286,10.499,0.398363,0.358694,47.2728,0.3094
99.41,169.1972,0.592333,7.092,datasets\sentinel2_100_patch\images\sentinel2_cems_0051.png,0.4,0.727928,utility_aware_40,0.619048,11.4476,0.682128,0.577259,60.6312,0.4209
99.32,146.6992,0.859158,6.910279,datasets\sentinel2_100_patch\images\sentinel2_cems_0051.png,0.5,0.721553,utility_aware_50,0.809524,12.9324,1.0,0.837518,85.4024,0.5413
99.23,129.8399,1.0,6.611318,datasets\sentinel2_100_patch\images\sentinel2_cems_0051.png,0.6,0.727058,utility_aware_60,0.761905,14.4284,1.0,1.0,92.8571,0.6413
99.15,117.6471,1.0,6.84969,datasets\sentinel2_100_patch\images\sentinel2_cems_0051.png,0.7,0.723824,utility_aware_70,0.904762,16.3068,1.0,1.0,97.1429,0.7322
99.07,107.3634,1.0,6.662049,datasets\sentinel2_100_patch\images\sentinel2_cems_0051.png,0.8,0.711207,utility_aware_80,0.809524,18.7571,1.0,1.0,94.2857,0.8106
98.99,99.0974,1.0,7.432304,datasets\sentinel2_100_patch\images\sentinel2_cems_0051.png,0.9,0.699202,utility_aware_90,0.857143,20.6252,1.0,1.0,95.7143,0.8482
98.96,96.436,1.0,6.783132,datasets\sentinel2_100_patch\images\sentinel2_cems_0051.png,1.0,0.691374,utility_aware_100,0.761905,21.9073,1.0,1.0,92.8571,0.8651
99.73,370.8394,0.207394,6.329849,datasets\sentinel2_100_patch\images\sentinel2_cems_0052.png,0.1,0.739567,utility_aware_10,0.588235,10.7669,0.169661,0.197762,31.5947,0.2489
99.59,244.9456,0.441788,6.895634,datasets\sentinel2_100_patch\images\sentinel2_cems_0052.png,0.2,0.695226,utility_aware_20,1.0,12.0035,0.449102,0.429019,60.7429,0.4017
99.48,191.7811,0.66931,6.65207,datasets\sentinel2_100_patch\images\sentinel2_cems_0052.png,0.3,0.675299,utility_aware_30,1.0,13.1569,0.734531,0.65899,77.2975,0.4995
99.37,158.947,0.742213,6.552802,datasets\sentinel2_100_patch\images\sentinel2_cems_0052.png,0.4,0.659433,utility_aware_40,0.941176,14.869,1.0,0.750964,82.9431,0.6096
99.27,137.1493,0.924357,6.523141,datasets\sentinel2_100_patch\images\sentinel2_cems_0052.png,0.5,0.646075,utility_aware_50,1.0,16.6013,1.0,0.933559,95.6455,0.694
99.18,122.4163,1.0,6.85827,datasets\sentinel2_100_patch\images\sentinel2_cems_0052.png,0.6,0.638361,utility_aware_60,1.0,18.0612,1.0,1.0,100.0,0.7529
99.1,111.1199,1.0,6.453252,datasets\sentinel2_100_patch\images\sentinel2_cems_0052.png,0.7,0.631516,utility_aware_70,1.0,19.2596,1.0,1.0,100.0,0.7946
99.02,102.2808,1.0,6.776858,datasets\sentinel2_100_patch\images\sentinel2_cems_0052.png,0.8,0.619921,utility_aware_80,1.0,21.3163,1.0,1.0,100.0,0.8405
98.95,95.4425,1.0,6.792333,datasets\sentinel2_100_patch\images\sentinel2_cems_0052.png,0.9,0.618702,utility_aware_90,1.0,22.9959,1.0,1.0,100.0,0.8655
98.9,91.1817,1.0,7.051479,datasets\sentinel2_100_patch\images\sentinel2_cems_0052.png,1.0,0.624896,utility_aware_100,1.0,23.81,1.0,1.0,100.0,0.8784
99.76,409.3789,0.282108,6.32708,datasets\sentinel2_100_patch\images\sentinel2_cems_0053.png,0.1,0.77718,utility_aware_10,0.866667,12.5803,0.220703,0.281852,45.1284,0.3946
99.64,276.5644,0.406721,6.401783,datasets\sentinel2_100_patch\images\sentinel2_cems_0053.png,0.2,0.746816,utility_aware_20,1.0,14.2851,0.399414,0.415229,58.5676,0.5929
99.53,213.9166,0.503846,6.773656,datasets\sentinel2_100_patch\images\sentinel2_cems_0053.png,0.3,0.735896,utility_aware_30,1.0,15.6761,0.424805,0.506093,64.5237,0.7021
99.44,178.342,0.659864,6.288172,datasets\sentinel2_100_patch\images\sentinel2_cems_0053.png,0.4,0.728856,utility_aware_40,1.0,16.9645,0.669922,0.655236,76.1985,0.7705
99.35,152.7894,0.781328,7.093964,datasets\sentinel2_100_patch\images\sentinel2_cems_0053.png,0.5,0.702489,utility_aware_50,1.0,17.7864,0.714844,0.774292,83.8874,0.8061
99.25,134.2083,0.809489,6.821094,datasets\sentinel2_100_patch\images\sentinel2_cems_0053.png,0.6,0.681058,utility_aware_60,1.0,18.5237,0.705078,0.805099,85.5323,0.8318
99.18,121.937,0.846726,7.372184,datasets\sentinel2_100_patch\images\sentinel2_cems_0053.png,0.7,0.662409,utility_aware_70,1.0,18.9695,0.741211,0.842802,88.1372,0.8443
99.12,113.2325,0.865868,7.061134,datasets\sentinel2_100_patch\images\sentinel2_cems_0053.png,0.8,0.646932,utility_aware_80,1.0,19.4422,0.758789,0.867484,89.5723,0.8541
99.05,105.5507,0.875841,6.920284,datasets\sentinel2_100_patch\images\sentinel2_cems_0053.png,0.9,0.636781,utility_aware_90,1.0,19.7899,0.749023,0.881339,90.1507,0.8607
99.01,100.8226,0.910712,6.900501,datasets\sentinel2_100_patch\images\sentinel2_cems_0053.png,1.0,0.625705,utility_aware_100,1.0,19.95,0.84668,0.917912,93.2535,0.8685
99.75,407.4503,0.208376,6.189945,datasets\sentinel2_100_patch\images\sentinel2_cems_0054.png,0.1,0.863096,utility_aware_10,0.692308,10.6113,0.155273,0.203111,34.7192,0.2444
99.63,273.7372,0.326796,6.859239,datasets\sentinel2_100_patch\images\sentinel2_cems_0054.png,0.2,0.820518,utility_aware_20,0.769231,11.6185,0.213867,0.322917,44.7458,0.4143
99.53,212.7694,0.455934,7.01271,datasets\sentinel2_100_patch\images\sentinel2_cems_0054.png,0.3,0.806219,utility_aware_30,0.769231,12.6683,0.326172,0.453026,53.6365,0.5396
99.43,176.566,0.568832,6.686394,datasets\sentinel2_100_patch\images\sentinel2_cems_0054.png,0.4,0.798789,utility_aware_40,0.769231,13.4592,0.419922,0.555462,61.1387,0.6079
99.33,149.4954,0.611055,6.64092,datasets\sentinel2_100_patch\images\sentinel2_cems_0054.png,0.5,0.783525,utility_aware_50,0.923077,13.984,0.418945,0.59589,68.2418,0.6449
99.24,131.3074,0.824507,7.188493,datasets\sentinel2_100_patch\images\sentinel2_cems_0054.png,0.6,0.77336,utility_aware_60,0.769231,14.467,0.532227,0.806693,77.5133,0.6765
99.17,119.8942,0.798048,6.773271,datasets\sentinel2_100_patch\images\sentinel2_cems_0054.png,0.7,0.768826,utility_aware_70,0.692308,15.1022,0.482422,0.784613,73.2077,0.7132
99.11,112.2773,0.922633,7.006372,datasets\sentinel2_100_patch\images\sentinel2_cems_0054.png,0.8,0.772636,utility_aware_80,0.769231,16.2124,0.581055,0.914141,84.0756,0.7698
99.06,106.1451,0.924852,6.609229,datasets\sentinel2_100_patch\images\sentinel2_cems_0054.png,0.9,0.753016,utility_aware_90,0.769231,18.699,0.620117,0.915634,84.5848,0.8586
99.01,101.4605,0.858624,7.127772,datasets\sentinel2_100_patch\images\sentinel2_cems_0054.png,1.0,0.733188,utility_aware_100,0.846154,20.1523,0.623047,0.859101,83.142,0.8726
99.72,362.1742,0.075388,5.552266,datasets\sentinel2_100_patch\images\sentinel2_cems_0055.png,0.1,0.785599,utility_aware_10,0.545455,13.1306,0.160839,0.076704,22.5216,0.3476
99.6,248.218,0.219811,6.126717,datasets\sentinel2_100_patch\images\sentinel2_cems_0055.png,0.2,0.750324,utility_aware_20,1.0,14.36,0.479021,0.222016,48.023,0.4901
99.48,192.3457,0.394723,6.168019,datasets\sentinel2_100_patch\images\sentinel2_cems_0055.png,0.3,0.719911,utility_aware_30,1.0,15.3706,0.898601,0.397138,62.7177,0.5637
99.38,160.9915,0.549853,6.406611,datasets\sentinel2_100_patch\images\sentinel2_cems_0055.png,0.4,0.697591,utility_aware_40,0.636364,15.9467,1.0,0.55523,62.1896,0.6021
99.28,139.7831,0.659613,6.477612,datasets\sentinel2_100_patch\images\sentinel2_cems_0055.png,0.5,0.677854,utility_aware_50,0.727273,16.4197,1.0,0.664158,71.4859,0.6285
99.19,123.2453,0.709565,6.669079,datasets\sentinel2_100_patch\images\sentinel2_cems_0055.png,0.6,0.663266,utility_aware_60,0.727273,16.3782,1.0,0.715135,74.5035,0.6348
99.11,112.871,0.75808,6.395988,datasets\sentinel2_100_patch\images\sentinel2_cems_0055.png,0.7,0.6594,utility_aware_70,0.818182,16.2677,1.0,0.764378,80.1562,0.6422
99.04,104.4677,0.840882,6.264489,datasets\sentinel2_100_patch\images\sentinel2_cems_0055.png,0.8,0.657299,utility_aware_80,0.818182,16.601,1.0,0.841142,85.0036,0.67
99.0,99.7403,0.881042,6.684567,datasets\sentinel2_100_patch\images\sentinel2_cems_0055.png,0.9,0.656984,utility_aware_90,0.818182,16.5396,1.0,0.879393,87.375,0.6854
98.97,96.8987,1.0,6.785763,datasets\sentinel2_100_patch\images\sentinel2_cems_0055.png,1.0,0.635334,utility_aware_100,0.727273,24.9676,1.0,1.0,91.8182,0.8737
99.73,366.4096,0.054951,6.449219,datasets\sentinel2_100_patch\images\sentinel2_cems_0056.png,0.1,0.776843,utility_aware_10,0.611111,11.2012,0.045898,0.05641,22.1186,0.3121
99.6,252.273,0.14411,6.27239,datasets\sentinel2_100_patch\images\sentinel2_cems_0056.png,0.2,0.683136,utility_aware_20,0.888889,12.396,0.117188,0.149229,36.5875,0.505
99.5,198.4839,0.276049,6.180404,datasets\sentinel2_100_patch\images\sentinel2_cems_0056.png,0.3,0.644057,utility_aware_30,1.0,14.0406,0.211914,0.279868,48.7584,0.6602
99.4,165.5335,0.427622,6.10079,datasets\sentinel2_100_patch\images\sentinel2_cems_0056.png,0.4,0.613745,utility_aware_40,1.0,15.8411,0.303711,0.429752,58.737,0.7692
99.31,144.7765,0.600085,6.521272,datasets\sentinel2_100_patch\images\sentinel2_cems_0056.png,0.5,0.586167,utility_aware_50,1.0,17.997,0.446289,0.600222,70.4707,0.8444
99.25,132.5659,0.791963,6.459826,datasets\sentinel2_100_patch\images\sentinel2_cems_0056.png,0.6,0.570749,utility_aware_60,1.0,20.0143,0.628906,0.790216,83.7719,0.8774
99.19,124.1196,0.953081,6.239672,datasets\sentinel2_100_patch\images\sentinel2_cems_0056.png,0.7,0.57236,utility_aware_70,1.0,21.1235,0.831055,0.953145,95.4967,0.8876
99.11,112.8738,0.961057,6.404262,datasets\sentinel2_100_patch\images\sentinel2_cems_0056.png,0.8,0.577565,utility_aware_80,1.0,21.1175,0.811523,0.957202,95.7016,0.8883
99.08,108.6915,0.961255,6.449439,datasets\sentinel2_100_patch\images\sentinel2_cems_0056.png,0.9,0.580215,utility_aware_90,1.0,21.1123,0.806641,0.956349,95.6436,0.8881
99.1,110.6218,0.961835,6.356637,datasets\sentinel2_100_patch\images\sentinel2_cems_0056.png,1.0,0.580773,utility_aware_100,1.0,21.0974,0.805664,0.956027,95.6506,0.8878
99.7,328.5028,0.061466,5.680127,datasets\sentinel2_100_patch\images\sentinel2_cems_0057.png,0.1,0.609077,utility_aware_10,0.296296,12.8152,0.080851,0.060806,13.3722,0.2971
99.55,223.878,0.154673,6.03682,datasets\sentinel2_100_patch\images\sentinel2_cems_0057.png,0.2,0.581159,utility_aware_20,0.555556,13.6985,0.197872,0.151835,27.869,0.4409
99.43,176.0015,0.316,5.661967,datasets\sentinel2_100_patch\images\sentinel2_cems_0057.png,0.3,0.568294,utility_aware_30,0.777778,14.84,0.389362,0.307909,46.0251,0.5711
99.32,148.105,0.538858,5.559437,datasets\sentinel2_100_patch\images\sentinel2_cems_0057.png,0.4,0.558324,utility_aware_40,0.962963,16.3341,0.674468,0.52269,67.6417,0.6914
99.23,129.0907,0.778423,6.364457,datasets\sentinel2_100_patch\images\sentinel2_cems_0057.png,0.5,0.550765,utility_aware_50,0.962963,18.1596,1.0,0.754576,85.1173,0.7868
99.15,117.0374,0.979668,5.9401,datasets\sentinel2_100_patch\images\sentinel2_cems_0057.png,0.6,0.539667,utility_aware_60,0.962963,20.2837,1.0,0.951743,97.1105,0.8534
99.09,110.0743,1.0,6.046208,datasets\sentinel2_100_patch\images\sentinel2_cems_0057.png,0.7,0.52424,utility_aware_70,0.962963,23.8355,1.0,1.0,98.8889,0.9039
99.03,103.0368,1.0,6.484452,datasets\sentinel2_100_patch\images\sentinel2_cems_0057.png,0.8,0.528517,utility_aware_80,0.925926,24.227,1.0,1.0,97.7778,0.9082
99.0,99.5549,1.0,6.512695,datasets\sentinel2_100_patch\images\sentinel2_cems_0057.png,0.9,0.527726,utility_aware_90,0.925926,24.2696,1.0,1.0,97.7778,0.9075
99.02,101.7448,1.0,6.385803,datasets\sentinel2_100_patch\images\sentinel2_cems_0057.png,1.0,0.526913,utility_aware_100,0.925926,24.2944,1.0,1.0,97.7778,0.9068
99.76,416.2806,1.0,6.549649,datasets\sentinel2_100_patch\images\sentinel2_cems_0058.png,0.1,0.969757,utility_aware_10,1.0,12.5285,1.0,1.0,100.0,0.4286
99.64,279.2222,1.0,6.466658,datasets\sentinel2_100_patch\images\sentinel2_cems_0058.png,0.2,0.95567,utility_aware_20,1.0,12.922,1.0,1.0,100.0,0.5263
99.54,215.647,1.0,6.62518,datasets\sentinel2_100_patch\images\sentinel2_cems_0058.png,0.3,0.949104,utility_aware_30,1.0,13.4379,1.0,1.0,100.0,0.5781
99.44,178.9453,1.0,7.006996,datasets\sentinel2_100_patch\images\sentinel2_cems_0058.png,0.4,0.93016,utility_aware_40,1.0,14.5171,1.0,1.0,100.0,0.6195
99.35,153.9935,1.0,6.834124,datasets\sentinel2_100_patch\images\sentinel2_cems_0058.png,0.5,0.909462,utility_aware_50,1.0,15.2839,1.0,1.0,100.0,0.6464
99.26,135.9557,1.0,7.077156,datasets\sentinel2_100_patch\images\sentinel2_cems_0058.png,0.6,0.889878,utility_aware_60,1.0,16.3414,1.0,1.0,100.0,0.6653
